Date,Title,Score,Sentiment,language
2023-01-02,When To Expect The Fed To Raise Rates Again In 2023,0.0,neutral,English
2023-01-02,Is Inflation High Compared To Years Past ? Breaking Down Inflation Rates By Year,0.0,neutral,English
2023-01-02,3 Reasons Apple Stock Keeps Falling | The Motley Fool,0.0,neutral,English
2023-01-02,3 Reasons Apple Stock Keeps Falling | The Motley Fool,0.0,neutral,English
2023-01-02,Asia FX creeps higher as markets bet on more dollar weakness in 2023,0.9301763772964478,positive,English
2023-01-05,"Amazon , Western Digital , Walgreens , and More Stock Market Movers Thursday",0.5075890421867371,negative,English
2023-01-05,Social Security Biggest Raise Since 1982 Comes With Extra Good News for Retirees,0.0,neutral,English
2023-01-05,Social Security Biggest Raise Since 1982 Comes With Extra Good News for Retirees,0.0,neutral,English
2023-01-05,Another hot reading on job market sends Wall Street lower,0.9698540568351746,negative,English
2023-01-05,U . S . stocks open lower after jobless claims report,0.9738140106201172,negative,English
2023-01-04,  Im A Believer  - The Monkees Werent The Only Big Hit Of 1966 - 67,0.0,neutral,English
2023-01-04,The Monkees Were A Big Hit In 1966 - 67 . So Was Inflation,0.0,neutral,English
2023-01-04,"No Fed official expects an interest - rate cut to be appropriate this year , meeting minutes show",0.41316208243370056,positive,English
2023-01-04,,0.0,Neutral,
2023-01-04,,0.0,Neutral,
2023-01-03,"Why Shares of StoneCo , Upstart , and Lemonade Are Falling Today",0.0,neutral,English
2023-01-03,  Im A Believer  - The Monkees Werent The Only Big Hit Of 1966 - 67,0.0,neutral,English
2023-01-03,When The January CPI Report And What To Expect From It,0.9543806314468384,negative,English
2023-01-03,Wall Street wavers in 2023 open after ending dismal year,0.9702851176261902,negative,English
2023-01-03,,0.0,Neutral,
2023-01-01,"Stock Market Falls 20 % As Inflation , War , Leave Investors Nowhere To Hide",0.910300076007843,negative,English
2023-01-01,Americans name their No . 1 financial New Year resolution and the timing couldnt be better,0.0,neutral,English
2023-01-01,4 Moves to Make in Your Portfolio as Interest Rates Climb,0.0,neutral,English
2023-01-01,Will The Bear Market In Stocks End In 2023 Despite A Recession ? ,0.7710505723953247,negative,English
2023-01-01,3 Reasons To Start Investing in 2023,0.0,neutral,English
2023-01-10,,0.0,Neutral,
2023-01-10,,0.0,Neutral,
2023-01-10,,0.0,Neutral,
2023-01-10,,0.0,Neutral,
2023-01-10,,0.0,Neutral,
2023-01-09,Positive Stock Market Observations For The Week Ahead,0.8909002542495728,negative,English
2023-01-09,"The Fed Has Made Progress , But The Inflation Job Is Not Done",0.9136080145835876,positive,English
2023-01-09,Why Alphabet Rose Today | The Motley Fool,0.0,neutral,English
