Date,Title,Score,Sentiment,language
2022-01-02,The First Thing You Should Do in 2022,0.0,neutral,English
2022-01-02,,0.0,Neutral,
2022-01-02,,0.0,Neutral,
2022-01-02,,0.0,Neutral,
2022-01-02,,0.0,Neutral,
2022-01-01,12 Charts Show 2022 Stock Market Headwinds,0.9466629028320312,positive,English
2022-01-01,2 Big Stock Market Predictions for 2022,0.0,neutral,English
2022-01-01,2 Big Stock Market Predictions for 2022,0.0,neutral,English
2022-01-01,The First Thing You Should Do in 2022,0.0,neutral,English
2022-01-01,The First Thing You Should Do in 2022,0.0,neutral,English
2022-01-03,"Bulls , Bears And Buffaloes : What Investment Strategists Are Telling Advisors And Investors To Expect In 2022",0.0,neutral,English
2022-01-03,,0.0,Neutral,
2022-01-03,,0.0,Neutral,
2022-01-03,,0.0,Neutral,
2022-01-03,,0.0,Neutral,
2022-01-04,"Fed Kashkari says inflation has risen higher , and lasted longer , than he expected",0.0,neutral,English
2022-01-04,,0.0,Neutral,
2022-01-04,,0.0,Neutral,
2022-01-04,,0.0,Neutral,
2022-01-04,,0.0,Neutral,
2022-01-05,"Fed Officials Discussed Raising Rates Sooner and Faster , Minutes Show",0.8151631951332092,negative,English
2022-01-05,Chip Stocks Tumble on Fed Minutes . Intel Was an Exception . ,0.0,neutral,English
2022-01-05,Bitcoin Tanked After the Fed Minutes Were Released . Here Why . ,0.0,neutral,English
2022-01-05,Why Tesla Stock Is Toast Today | The Motley Fool,0.0,neutral,English
2022-01-05,Why Tesla Stock Is Toast Today | The Motley Fool,0.0,neutral,English
2022-01-06,The Fed Great Unwinding Will Undercut Both Bonds And Stocks,0.0,neutral,English
2022-01-06,,0.0,Neutral,
2022-01-06,,0.0,Neutral,
2022-01-06,,0.0,Neutral,
2022-01-06,,0.0,Neutral,
2022-01-10,Technology sector leads stocks lower again on Wall Street,0.9655575752258301,negative,English
2022-01-10,,0.0,Neutral,
2022-01-10,,0.0,Neutral,
2022-01-10,,0.0,Neutral,
2022-01-10,,0.0,Neutral,
2022-01-07,Can Apple Stock Reclaim $3 Trillion And Thrive In 2022 ? ,0.8397948741912842,positive,English
2022-01-07,Will Inflation Cause A Stock Market Crash In 2022 ? ,0.5263214707374573,negative,English
2022-01-07,More weakness in technology stocks leaves U . S . indexes lower,0.9682266116142273,negative,English
2022-01-07,,0.0,Neutral,
2022-01-07,,0.0,Neutral,
2022-01-08,"Rate Jitters Sink Stocks , Bonds as 2022 Dawns . What Different This Time . ",0.5773853063583374,positive,English
2022-01-08,"Rate Jitters Sink Stocks , Bonds as 2022 Dawns . What Different This Time . ",0.5773853063583374,positive,English
2022-01-08,,0.0,Neutral,
2022-01-08,,0.0,Neutral,
2022-01-08,,0.0,Neutral,
2022-01-09,"Consumer price index , bank earnings : What to know this week",0.6711347699165344,positive,English
2022-01-09,What Will the Fed 2022 Taper Plans Mean for Social Security ? ,0.0,neutral,English
2022-01-09,,0.0,Neutral,
2022-01-09,,0.0,Neutral,
2022-01-09,,0.0,Neutral,
2022-01-15,Why Coupang Fell 18 . 3 % This Week | The Motley Fool,0.0,neutral,English
2022-01-15,"Stocks end mostly higher , but still log another losing week",0.6683216691017151,negative,English
2022-01-15,Gold Lagging Inflation,0.0,neutral,English
2022-01-15,,0.0,Neutral,
2022-01-15,,0.0,Neutral,
2022-01-12,"Fed Chair Powell Not Expected to Shock Gold Traders , but Wednesday Consumer Inflation Report Could",0.929686963558197,positive,English
2022-01-12,,0.0,Neutral,
2022-01-12,,0.0,Neutral,
2022-01-12,,0.0,Neutral,
2022-01-12,,0.0,Neutral,
2022-01-11,15 Stocks to Tame Inflation in Your Portfolio,0.5571877956390381,negative,English
2022-01-11,"The Federal Reserve Is on Top of Inflation , Powell Tells Congress",0.0,neutral,English
2022-01-11,Stocks Surge After Powell Says Fed Not Afraid To Raise Rates Further If Higher Inflation Persists,0.9453710317611694,negative,English
2022-01-11,,0.0,Neutral,
2022-01-11,,0.0,Neutral,
2022-01-13,"Stock Market Today : Dow Wobbles Ahead of More Inflation Data , Brainard Hearing",0.9644681215286255,negative,English
2022-01-13,,0.0,Neutral,
2022-01-13,,0.0,Neutral,
2022-01-13,,0.0,Neutral,
2022-01-13,,0.0,Neutral,
2022-01-14,Stocks That Benefit From Surging Inflation And The Coming Rate Hikes,0.9522721171379089,positive,English
2022-01-14,3 Best Dividend Stocks for 2022 | The Motley Fool,0.0,neutral,English
2022-01-14,A Rising Misery Index Points to Four Rate Increases in 2022,0.0,neutral,English
2022-01-14,,0.0,Neutral,
2022-01-14,,0.0,Neutral,
2022-01-19,,0.0,Neutral,
2022-01-19,,0.0,Neutral,
2022-01-19,,0.0,Neutral,
2022-01-19,,0.0,Neutral,
2022-01-19,,0.0,Neutral,
2022-01-20,Stocks extend 2022 losses as investors brace for rate hikes,0.9568839073181152,negative,English
2022-01-20,,0.0,Neutral,
2022-01-20,,0.0,Neutral,
