Date,Title,Score,Sentiment,language
2021-01-01,"After Their Epic Rally This Past Year , Stocks Face Inflation Risks in 2021 . Bet Wisely . ",0.048484848484848485,Neutral,English
2021-01-01,,0.0,Neutral,
2021-01-01,,0.0,Neutral,
2021-01-02,"Fed Evans : comfortable with current bond - buying , not opposed to more easing",0.1632480264833206,Positive,English
2021-01-02,5 Stock Market Sectors To Watch In 2021,0.10403278410931471,Positive,English
2021-01-02,,0.0,Neutral,
2021-01-04,Fed Evans wants to get inflation rate up to 2 . 5 % ,-0.04722222222222222,Neutral,English
2021-01-04,Fed Mester says monetary policy will remain accommodative for  quite some time  ,0.11647862554112555,Positive,English
2021-01-04,Dow Jones Tumbles to Start 2021 ; Apple Called Top FAANG Stock ; Coca - Cola Stock Downgraded,0.18865006447453256,Positive,English
2021-01-05,Fed Evans says 3 % inflation wouldnt be bad,-0.07193362193362192,Neutral,English
2021-01-05,Fed Evans says 3 % inflation wouldnt be bad,-0.07193362193362192,Neutral,English
2021-01-05,"UPDATE 1 - Philippine c . bank intends to keep rates low , plays down inflation risks",0.07912457912457913,Neutral,English
2021-01-03,"Fed has been successful at convincing markets it will be more dovish down the road , Bernanke says",0.2312962962962963,Positive,English
2021-01-03,Valuation Caution Returns as Emerging Markets Face 2021 Reality,0.1316757140566664,Positive,English
2021-01-03,"Stocks to buy in 2021 , 37 for strong risk - adjusted returns : Goldman",0.0618018018018018,Neutral,English
2021-01-08,"Fed Officials Debated Rate Liftoff in 2015 , Offering Lessons for Today",0.11108854166666667,Positive,English
2021-01-08,"Fed sees rising bond yields , inflation expectations as a possible win",0.057293357683982686,Neutral,English
2021-01-08,,0.0,Neutral,
2021-01-10,Interest Rates Have Soared . That Could Put a Dent in Stocks Soon . ,0.2125,Positive,English
2021-01-10,3 Reasons to Invest in Dividend - Paying Stocks for Retirement,0.3273994093761536,Positive,English
2021-01-10,U . S . Economy in Spotlight Amid Optimism on More Aid : Eco Week,0.07062878787878787,Neutral,English
2021-01-07,"What is inflation ? Definition , causes , impact on investments",0.12732287157287156,Positive,English
2021-01-07,Fed Evans says probably 2024 before rates start to rise,0.14798136645962737,Positive,English
2021-01-07,Fed Evans says probably 2024 before rates start to rise,0.05000000000000001,Neutral,English
2021-01-09,Excitement over the FTSE 100 is growing after a stellar week,0.14257166257166254,Positive,English
2021-01-09,Young American Adults Top $10 Trillion in Assets for First Time,0.11517992424242425,Positive,English
2021-01-09,3 Stocks That Pay You Each Month | The Motley Fool,0.28042437360619193,Positive,English
2021-01-06,Fed Evans says 3 % inflation wouldnt be bad,-0.07193362193362192,Neutral,English
2021-01-06,Long - Term Treasury Yields Are Climbing as Investors Bet on Democratic Senate Wins,0.037500000000000006,Neutral,English
