Date,Title,Score,Sentiment,language
2022-01-04,"Fed Kashkari says inflation has risen higher , and lasted longer , than he expected",0.06666666666666667,Neutral,English
2022-01-04,,0.0,Neutral,
2022-01-04,,0.0,Neutral,
2022-01-02,The First Thing You Should Do in 2022,0.27386899973183165,Positive,English
2022-01-02,,0.0,Neutral,
2022-01-02,,0.0,Neutral,
2022-01-03,"Bulls , Bears And Buffaloes : What Investment Strategists Are Telling Advisors And Investors To Expect In 2022",0.1079561852289125,Positive,English
2022-01-03,,0.0,Neutral,
2022-01-03,,0.0,Neutral,
2022-01-01,12 Charts Show 2022 Stock Market Headwinds,0.061628503075871525,Neutral,English
2022-01-01,2 Big Stock Market Predictions for 2022,0.22767613302335524,Positive,English
2022-01-01,2 Big Stock Market Predictions for 2022,0.22767613302335524,Positive,English
2022-01-05,"Fed Officials Discussed Raising Rates Sooner and Faster , Minutes Show",0.09364583333333332,Neutral,English
2022-01-05,Chip Stocks Tumble on Fed Minutes . Intel Was an Exception . ,0.13650793650793652,Positive,English
2022-01-05,Bitcoin Tanked After the Fed Minutes Were Released . Here Why . ,0.04388888888888889,Neutral,English
2022-01-10,Technology sector leads stocks lower again on Wall Street,0.042228234728234726,Neutral,English
2022-01-10,,0.0,Neutral,
2022-01-10,,0.0,Neutral,
2022-01-06,The Fed Great Unwinding Will Undercut Both Bonds And Stocks,0.04296772286355619,Neutral,English
2022-01-06,,0.0,Neutral,
2022-01-06,,0.0,Neutral,
2022-01-07,Can Apple Stock Reclaim $3 Trillion And Thrive In 2022 ? ,0.14004829545454542,Positive,English
2022-01-07,Will Inflation Cause A Stock Market Crash In 2022 ? ,-0.013392857142857123,Neutral,English
2022-01-07,More weakness in technology stocks leaves U . S . indexes lower,0.1373148148148148,Positive,English
2022-01-08,"Rate Jitters Sink Stocks , Bonds as 2022 Dawns . What Different This Time . ",0.04409723081151655,Neutral,English
2022-01-08,"Rate Jitters Sink Stocks , Bonds as 2022 Dawns . What Different This Time . ",-0.05595959595959596,Neutral,English
2022-01-08,,0.0,Neutral,
2022-01-09,"Consumer price index , bank earnings : What to know this week",0.0886159747990106,Neutral,English
2022-01-09,What Will the Fed 2022 Taper Plans Mean for Social Security ? ,0.17255747126436788,Positive,English
2022-01-09,,0.0,Neutral,
