Date,Title,Score,Sentiment,language
2024-01-05,"Fed Should Lower Rates as Economy Normalizes , Thomas Barkin Says",0.15181086519114692,Positive,English
2024-01-05,Wall Street heads into the week ahead on edge as inflation and earnings data loom,0.540442932728647,Positive,English
2024-01-05,,0.0,Neutral,
2024-01-03,What behind Apple $100 billion market - cap loss today ? A major downgrade that has investors worried about slowing iPhone sales is the key culprit,0.0007814508723599597,Neutral,English
2024-01-03,Rollercoaster In Bonds – The Tale Of Two Bond Markets,0.09956508769008769,Neutral,English
2024-01-03,This Baby Bull Has Time To Grow,0.07563868056825805,Neutral,English
2024-01-02,What behind Apple $100 billion market - cap loss today ? A major downgrade that has investors worried about slowing iPhone sales is the key culprit,0.0007814508723599597,Neutral,English
2024-01-02,"Apple shares slide following Barclays downgrade , dragging down markets",0.03547917599641738,Neutral,English
2024-01-02,Apple Shares Stagger 3 % After  Lackluster  iPhone Sales Earns Rare Analyst Downgrade,0.02096027846027846,Neutral,English
2024-01-01,"The 2024 Outlook For The Economy , Job Markets , Inflation , And More",0.09096467768342763,Neutral,English
2024-01-01,2 No - Brainer Growth Stocks to Buy With $250 and Hold for 10 Years,0.16229384756657483,Positive,English
2024-01-01,3 Reasons Why Tech Stocks Could Explode Higher in 2024,0.2734485534790414,Positive,English
2024-01-04,History Favors More Upside for the S & P 500 in 2024 . Here How High the Stock Market Could Soar . ,0.1897926561033358,Positive,English
2024-01-04,This Baby Bull Has Time to Grow,0.06542741296262423,Neutral,English
2024-01-04,Apple Stock Downgraded Again Citing iPhone Sales Concerns,-0.010583900226757379,Neutral,English
2024-01-09,"Last Time Inflation Fell This Fast , It Triggered a 9 - Year Bull Market for Stocks . Will History Repeat ? ",0.23759275657002935,Positive,English
2024-01-09,The Federal Reserve Signals Interest Rate Cuts in 2024 . History Says the Stock Market Will Do This Next . ,0.22848223387214217,Positive,English
2024-01-09,,0.0,Neutral,
2024-01-06,Inflation back in the spotlight this week with CPI and PPI on deck,0.13852813852813853,Positive,English
2024-01-06,Stocks Post Modest Gains in Volatile Trade,0.11316244203036666,Positive,English
2024-01-06,Logan Says Fed Should Slow Asset Runoff as Reverse Repo Dwindles,0.11362639380821202,Positive,English
2024-01-08,Nu Stock Doubled in 2023 . Can It Do It Again in 2024 ? ,0.1997650793650794,Positive,English
2024-01-08,Fed Bowman Backs Eventual Rate Cuts If Inflation Falls Further,0.1613943001443002,Positive,English
2024-01-08,Stock market today : Asian stocks decline after Wall Street logs its worst week in the last 10,-0.0012193362193362186,Neutral,English
2024-01-07,What To Expect in the Markets This Week,0.11081300813008134,Positive,English
2024-01-07,Stocks Decline And Fed Rate Cuts Imperiled To Begin 2024,0.11595235423013196,Positive,English
2024-01-07,"Chastened Economists Hopeful for US Soft Landing , Fed Rate Cuts",0.10761398927159804,Positive,English
2024-01-10,"Australian Inflation Eases , Boosting Case for Rate Pause",0.10610584101888447,Positive,English
2024-01-10,"S & P 500 futures inch higher , Dow dips , in cautious trading ahead of inflation report",-0.02458333333333333,Neutral,English
2024-01-10,Nikkei rides high while traders wait on US inflation,0.0011099086099086348,Neutral,English
2024-01-11,,0.0,Neutral,
2024-01-11,,0.0,Neutral,
2024-01-11,,0.0,Neutral,
2024-01-13,Tesla Stock Is Being Sold by Almost Everyone . Cathie Wood Is Buying . ,-0.06249999999999998,Neutral,English
2024-01-13,,0.0,Neutral,
2024-01-13,,0.0,Neutral,
2024-01-12,"Asia markets today : China inflation , China trade data , Nikkei high",0.2708376099706745,Positive,English
2024-01-12,"Sensex , Nifty To Open On Cautious Note As Oil Prices Surge",0.004242654508611953,Neutral,English
2024-01-12,,0.0,Neutral,
2024-01-15,VGLT ETF : The Time To Buy Duration Is Now,0.14888219544846049,Positive,English
2024-01-15,"Buy stocks because a recession is extremely unlikely in 2024 , according to a Wall Street strategist",0.0801937441643324,Neutral,English
2024-01-15,Asia Stocks Set to Fall at Open ; Oil Trims Advance : Markets Wrap,0.11500084175084181,Positive,English
