Date,Title,Score,Sentiment,language
2023-01-02,When To Expect The Fed To Raise Rates Again In 2023,0.09529004329004336,Neutral,English
2023-01-02,Is Inflation High Compared To Years Past ? Breaking Down Inflation Rates By Year,0.09613263588263589,Neutral,English
2023-01-02,3 Reasons Apple Stock Keeps Falling | The Motley Fool,0.18782334624439895,Positive,English
2023-01-04,  Im A Believer  - The Monkees Werent The Only Big Hit Of 1966 - 67,0.0812842712842713,Neutral,English
2023-01-04,The Monkees Were A Big Hit In 1966 - 67 . So Was Inflation,0.08753375977256576,Neutral,English
2023-01-04,"No Fed official expects an interest - rate cut to be appropriate this year , meeting minutes show",0.10441756272401434,Positive,English
2023-01-01,"Stock Market Falls 20 % As Inflation , War , Leave Investors Nowhere To Hide",-0.03629087224831905,Neutral,English
2023-01-01,Americans name their No . 1 financial New Year resolution and the timing couldnt be better,0.1062160062160062,Positive,English
2023-01-01,4 Moves to Make in Your Portfolio as Interest Rates Climb,0.12182251849805037,Positive,English
2023-01-03,Apple Stock : 23 Reasons To Rally In 2023,0.16694214876033056,Positive,English
2023-01-03,"Why Shares of StoneCo , Upstart , and Lemonade Are Falling Today",0.25633656149120065,Positive,English
2023-01-03,  Im A Believer  - The Monkees Werent The Only Big Hit Of 1966 - 67,0.0812842712842713,Neutral,English
2023-01-05,Social Security Biggest Raise Since 1982 Comes With Extra Good News for Retirees,0.19791339612768177,Positive,English
2023-01-05,Social Security Biggest Raise Since 1982 Comes With Extra Good News for Retirees,0.19791339612768177,Positive,English
2023-01-05,Another hot reading on job market sends Wall Street lower,0.11494292237442923,Positive,English
2023-01-10,,0.0,Neutral,
2023-01-10,,0.0,Neutral,
2023-01-10,,0.0,Neutral,
2023-01-09,Positive Stock Market Observations For The Week Ahead,0.12459539072039075,Positive,English
2023-01-09,"The Fed Has Made Progress , But The Inflation Job Is Not Done",0.0866442577030812,Neutral,English
2023-01-09,Why Alphabet Rose Today | The Motley Fool,0.23550914148852295,Positive,English
2023-01-08,Why Is Apple Stock Still Falling ? Production Problems Still Driving This Stock Down,0.1109716386554622,Positive,English
2023-01-08,Are We Headed For A  Richcession ? Why The Wealthy Stand To Lose The Most If The Economy Stalls,0.16274975281919724,Positive,English
2023-01-08,"JPMorgan Chase , Delta Air Lines , Bank of America , Wells Fargo , and More Stocks for Investors to Watch This Week",0.010766361774426293,Neutral,English
2023-01-07,The latest jobs report showed hiring was still strong but wage growth slowed . Here what that means for stocks and the Fed . ,0.11012279125486674,Positive,English
2023-01-07,BP and Shell vs . Exxon and Chevron : The Mystery of Big Oil P / E Gap,0.061195504831868475,Neutral,English
2023-01-07,,0.0,Neutral,
2023-01-06,Markets Rise as Investors Like the Look of Hiring and Wage Trends,0.020632891414141416,Neutral,English
2023-01-06,"Leon Cooperman , citing Old Testament parable , says bull market isnt coming  anytime soon  ",0.04731822190155523,Neutral,English
2023-01-06,Cooler hiring and milder pay gains could aid inflation fight,0.1322129901162159,Positive,English
2023-01-11,Will Inflation Trend Lower for the Third Month In a Row ? Well Find Out Tomorrow,0.2606064485096744,Positive,English
2023-01-11,,0.0,Neutral,
2023-01-11,,0.0,Neutral,
2023-01-13,"Why Atlassian , Snowflake , and HubSpot Rallied Double - Digits This Week",0.2584702114825066,Positive,English
2023-01-13,"Why Atlassian , Snowflake , and HubSpot Rallied Double - Digits This Week",0.2584702114825066,Positive,English
2023-01-13,Expectations for the Fed to downsize future rate hikes soar after CPI shows inflation cooled in December,0.1741435185185185,Positive,English
2023-01-12,Treasury Rally After CPI Release Falters,-0.01158854166666666,Neutral,English
2023-01-12,,0.0,Neutral,
2023-01-12,,0.0,Neutral,
2023-01-15,Some stock market charts to consider as we look forward,0.1060592495199933,Positive,English
2023-01-15,Bank Earnings And Inflation Provide Relative Relief,0.10909447415329769,Positive,English
2023-01-15,Inflation Melts : The Evidence And Implications,0.06248794635699399,Neutral,English
2023-01-14,Is Inflation Slowing Down ? What The Latest Data Shows And What It Means For Your Portfolio,0.11706562607971059,Positive,English
2023-01-14,Is Now a Good Time to Buy Stocks ? Consider Warren Buffett Investing Advice,0.27774545600303185,Positive,English
2023-01-14,Investors are  desperate  for a recession that forces the Fed to pivot but what happens to markets if the economy remains healthy this year ? ,-0.25555555555555554,Negative,English
2023-01-18,Apple Stock : What The Charts Suggest Might Happen Next,0.1645870469399881,Positive,English
2023-01-18,,0.0,Neutral,
2023-01-18,,0.0,Neutral,
2023-01-19,JPMorgan CEO Says Rates Could Hit 6 % And Bitcoin Is  A Hyped Up Fraud  ,0.03914453524004087,Neutral,English
2023-01-19,Asian markets mixed after Wall Street biggest retreat of the year,0.0828058143547274,Neutral,English
2023-01-19,The Stock Market Has Been in a  Goldilock Phase . The Fairy Tale May End Soon . ,0.21197916666666666,Positive,English
2023-01-20,Apple Stock : Bull vs . Bear | The Motley Fool,0.24526414943081612,Positive,English
2023-01-20,Bank Of America : On The Verge Of Upside Breakout ( NYSE : BAC ) ,0.10820217096336501,Positive,English
2023-01-20,The Stock Market Bottom Could Already Be In . Dont Miss the Recovery . ,0.18332638888888889,Positive,English
2023-01-16,Is a Bull Market Coming in 2023 ? 3 Things to Watch,0.21969505010789422,Positive,English
2023-01-16,Is a Bull Market Coming in 2023 ? 3 Things to Watch,0.21969505010789422,Positive,English
2023-01-16,"Here the Good News About Inflation , and Why You Should Buy These 2 Surging Stocks",0.20013012181616835,Positive,English
2023-01-17,Three things to watch that could set off a stock market this year,0.16267197181903065,Positive,English
2023-01-17,Easing inflation boosting real estate stocks,0.1336178429705215,Positive,English
2023-01-17,The Federal Reserve Has An Egg Problem – And A  Chicken - And - Egg  Problem,0.027490246312826944,Neutral,English
2023-01-25,"Asia - Pacific shares trade mixed , tracking Wall Street struggle for direction",0.08897814551040358,Neutral,English
2023-01-25,Investment Banks Are Coming Off a Tough Year : Can They Rebound in 2023 ? ,0.22199573225516622,Positive,English
2023-01-25,"Up 9 % in 2023 , Is It Safe to Invest in the Nasdaq Right Now ? ",0.22917301587301595,Positive,English
2023-01-23,"Supercore Inflation Excludes Food , Energy And Housing",0.10628737068877912,Positive,English
2023-01-23,The Nasdaq Has Jumped . The Fed Still Stands in the Way . ,0.12261214630779849,Positive,English
2023-01-23,Good News for Retirees : Social Security Biggest Raise in 41 Years Comes With a Silver Lining,0.1894716553287982,Positive,English
2023-01-24,Apple Stock : iPhone Sales May Surprise In Fiscal Q1,0.07664315970767582,Neutral,English
2023-01-24,Best Crypto To Watch Out For in 2023 – Forbes Advisor Australia,0.10230906887310827,Positive,English
2023-01-24,"SkyBridge Scaramucci Sees Risk - Asset , Crypto Resurgence on Fed Pause",0.10686436879618695,Positive,English
2023-01-22,How Did Tech Become America Most Troubled Industry ? ,0.13564865522696845,Positive,English
2023-01-22,"Crypto Price Warning :  Global Financial Meltdown  Could Be About To  Smoke  Bitcoin , Ethereum , BNB , XRP , Cardano , Dogecoin , Polygon And Solana",0.01933888888888888,Neutral,English
2023-01-22,RINF ETF : 3 Reasons Inflation Could Be Higher For Longer,0.06475425394888483,Neutral,English
2023-01-21,1 Growth Stock Down 32 % to Buy Right Now,0.25109571909571915,Positive,English
2023-01-21,Free Money Is Over . Cheap Money Is Next . ,0.08849248254551287,Neutral,English
2023-01-21,Good News for Retirees : Social Security Biggest Raise in 41 Years Comes With a Silver Lining,0.1894716553287982,Positive,English
2023-01-30,"Recession 2023 : Jerome Powell Legacy Will Dictate Inflation , Stock Market , Economy",0.10244444444444445,Positive,English
2023-01-30,"If the Fed Beats Inflation in 2023 , These 2 Stocks Could Be Big Winners",0.20760197548929948,Positive,English
2023-01-30,,0.0,Neutral,
2023-01-28,The party is over : The Fed and Congress have pulled their support from workers and investors,0.09759403450579922,Neutral,English
2023-01-28,An Unstoppable Stock Market Is About to Meet the Immovable Fed,0.09221500721500718,Neutral,English
2023-01-28,An Unstoppable Stock Market Is About to Meet the Immovable Fed,0.1025646678424456,Positive,English
2023-01-26,Recession Odds : Still High But Forecasts Better Than Expected,0.11311085089773613,Positive,English
2023-01-26,How Much Will Social Security Benefits Rise In 2024 ? Here What We Know,0.21350187265917597,Positive,English
2023-01-26,How Much Will Social Security Benefits Rise In 2024 ? Here What We Know,0.21350187265917597,Positive,English
2023-01-29,A Deflation Alert Hidden In The Latest Consumer Price Indicators,0.057149529668326655,Neutral,English
2023-01-29,"If the Fed Beats Inflation in 2023 , These 2 Stocks Could Be Big Winners",0.20760197548929948,Positive,English
2023-01-29,ClearBridge SMID Cap Growth Strategy Q4 2022 Portfolio Manager Commentary,0.07886634666427414,Neutral,English
2023-01-27,Former Fed Governor Robert Heller on Why Rate Hikes Need to Stop Now,0.1109233993222757,Positive,English
2023-01-27,"U . S . inflation rate slows again to 15 - month low , PCE shows",0.05544444444444445,Neutral,English
2023-01-27,3 Stock Market Risks the Smartest Investors Know About in 2023,0.22706734910223286,Positive,English
2023-02-04,Wall Street is feeling hopeful about the economy . It could end badly : NPR,0.07430935983208713,Neutral,English
2023-02-04,,0.0,Neutral,
2023-02-04,,0.0,Neutral,
2023-01-31,Why The Fed Will Keep Rates Above 4 % For A Long Time,0.10642328042328039,Positive,English
2023-01-31,,0.0,Neutral,
2023-01-31,,0.0,Neutral,
2023-02-02,Inflation & Interest Rates : Bank Rate Rises To 4 % – Highest Level For 15 Years – Forbes Advisor united kingdom ,0.0752314836011974,Neutral,English
